positive_score,negative_score,neutral_score,open_price,close_price,high_price,low_price,volume,total_words,total_hashtag,class_label
19.05,11.9,69.05,177.96,175.93,180,177.39,32185200,560,34,1
35.14,5.41,59.46,175.48,172.96,177.12,175.07,23774100,533,38,1
15.62,15.62,68.75,174.94,171.09,175.85,174.27,31703500,400,29,-1
22,12,66,177.91,172.7,178.25,176.13,23788500,758,44,-1
33.33,10.42,56.25,175.21,172.84,177.74,174.52,28401400,670,28,1
29.41,8.82,61.76,172.8,172.25,176.3,172.45,38454000,536,52,1
21.05,2.63,76.32,178.54,171.06,179.78,172.66,48802000,467,65,-1
22,8,70,179.1,174.38,180.48,178.16,38928100,625,52,-1
24.24,15.15,60.61,176.35,174.94,179.39,176.21,38162200,467,43,1
21.95,9.76,68.29,173.67,171.55,175.65,173.54,33812400,592,39,1
19.51,9.76,70.73,171.8,168.62,173.95,171.71,30991900,555,32,1
27.45,9.8,62.75,172.83,167.22,174.12,171.01,37471600,699,38,-1
19.44,5.56,75,172.05,167.98,174.26,171.42,33930500,441,36,-1
22.45,12.24,65.31,172.36,168.55,174.82,171.77,40176100,750,40,-1
30.56,11.11,58.33,169.79,169.1,173.09,169,51147200,675,15,1
18.52,12.96,68.52,163.04,163.61,167.54,162.88,40644900,699,26,1
24.44,13.33,62.22,161.95,160.64,164.75,161.65,32549200,683,34,1
23.08,5.13,71.79,158.5,159.05,163.89,157.51,60819500,477,29,1
23.08,12.82,64.1,157.07,152.89,157.89,150.24,70672600,586,28,1
26.83,9.76,63.41,160.29,151.04,161,155.03,54390500,471,20,-1
25.64,23.08,51.28,163.09,155.32,163.4,159.07,51608600,552,16,-1
17.39,15.22,67.39,154.83,158.72,163.72,154,68243800,613,50,1
31.91,19.15,48.94,159.1,152.35,163.88,156,72738500,860,27,-1
27.08,12.5,60.42,166,156.25,166.8,160.1,86593800,748,14,-1
34.04,4.26,61.7,167.17,163.34,168.62,166.76,47230800,528,18,1
35.42,20.83,43.75,165.53,162.55,167.37,164.7,46048200,735,56,-1
23.53,27.45,49.02,170.16,163.52,170.16,167.07,50640400,796,84,-1
25,0,75,172,166.97,172,170.06,39143000,261,12,1
30.95,11.9,57.14,174.51,166.58,174.95,170.53,41529000,602,38,-1
23.81,9.52,66.67,177.25,169.61,177.3,173.2,51105100,482,16,-1
27.66,6.38,65.96,177.3,172.36,179.44,176.82,32689100,751,59,1
30.77,17.31,51.92,177.3,172.32,177.78,176.6,27108600,643,32,-1
29.41,9.8,60.78,178.61,173.74,179.58,177.41,32425100,890,107,-1
21.28,17.02,61.7,179.37,174.52,180.1,178.25,31193400,668,48,1
22.45,10.2,67.35,176.15,174.36,179.25,175.07,34386800,612,39,1
26.19,14.29,59.52,177.9,171.53,179.39,176.14,29565900,463,41,-1
34.78,6.52,58.7,176.18,172.4,177.36,175.65,25418100,564,20,1
31.25,16.67,52.08,174.59,170.64,175.49,174.49,18667700,707,36,1
26.67,11.11,62.22,173.16,169.68,174.3,173,23959900,611,45,-1
26.19,19.05,54.76,174.55,169.72,175.06,173.41,21584000,571,47,-1
23.4,8.51,68.09,174.35,169.74,175.61,173.93,20567800,550,95,-1
53.85,10.26,35.9,173.44,170.37,175.37,173.05,23660000,724,22,1
39.02,9.76,51.22,172.54,168.45,173.47,172.08,22434600,485,45,1
24.56,26.32,49.12,172.53,167.67,174.55,171.96,29517900,866,52,-1
44.74,26.32,28.95,170.16,167.7,172.3,169.26,25555900,560,49,1
